985.0,-163.0,916.0,11.0

907.0,-186.0,940.0,24.0

967.0,-176.0,743.0,31.0

962.0,-180.0,906.0,34.0

828.0,-197.0,916.0,24.0

750.0,-190.0,706.0,33.0

834.0,-159.0,899.0,32.0

716.0,-190.0,878.0,35.0

879.0,-186.0,920.0,38.0

995.0,-169.0,794.0,13.0

797.0,-200.0,849.0,8.0

702.0,-182.0,923.0,23.0

861.0,-163.0,924.0,22.0

904.0,-195.0,800.0,13.0

793.0,-190.0,877.0,12.0

917.0,-157.0,841.0,13.0

866.0,-191.0,910.0,16.0

937.0,-171.0,925.0,13.0

920.0,-196.0,932.0,13.0

859.0,-181.0,764.0,19.0

969.0,-166.0,746.0,20.0

900.0,-167.0,884.0,36.0

735.0,-160.0,733.0,12.0

872.0,-194.0,793.0,10.0

976.0,-182.0,958.0,39.0

884.0,-160.0,995.0,13.0

852.0,-191.0,911.0,15.0

887.0,-159.0,707.0,12.0

860.0,-180.0,852.0,40.0

752.0,-186.0,946.0,34.0

867.0,-197.0,918.0,30.0

731.0,-188.0,934.0,24.0

881.0,-179.0,830.0,35.0

706.0,-199.0,748.0,12.0

718.0,-151.0,913.0,22.0

994.0,-186.0,812.0,30.0

767.0,-153.0,917.0,20.0

839.0,-171.0,933.0,31.0

780.0,-189.0,722.0,33.0

793.0,-190.0,916.0,24.0

919.0,-172.0,726.0,26.0

742.0,-196.0,924.0,26.0

998.0,-191.0,928.0,29.0

763.0,-174.0,722.0,13.0

728.0,-182.0,751.0,15.0

849.0,-186.0,955.0,39.0

909.0,-186.0,845.0,28.0

929.0,-186.0,899.0,13.0

811.0,-186.0,888.0,38.0

900.0,-191.0,943.0,18.0

964.0,-194.0,992.0,17.0

878.0,-187.0,915.0,11.0

793.0,-151.0,947.0,37.0

869.0,-185.0,796.0,24.0

855.0,-165.0,832.0,36.0

729.0,-187.0,903.0,26.0

787.0,-192.0,702.0,27.0

790.0,-196.0,744.0,31.0

776.0,-185.0,723.0,20.0

761.0,-190.0,811.0,37.0

867.0,-194.0,920.0,37.0

864.0,-188.0,772.0,21.0

960.0,-157.0,770.0,22.0

903.0,-165.0,814.0,31.0

974.0,-189.0,923.0,36.0

917.0,-193.0,905.0,40.0

947.0,-198.0,944.0,34.0

824.0,-198.0,826.0,36.0

762.0,-187.0,775.0,24.0

934.0,-188.0,796.0,34.0

830.0,-196.0,921.0,8.0

724.0,-192.0,921.0,14.0

896.0,-160.0,781.0,29.0

939.0,-187.0,902.0,34.0

873.0,-160.0,786.0,15.0

886.0,-182.0,859.0,39.0

953.0,-198.0,794.0,26.0

704.0,-193.0,944.0,13.0

834.0,-160.0,870.0,32.0

988.0,-190.0,917.0,6.0

757.0,-175.0,922.0,32.0

895.0,-182.0,917.0,19.0

753.0,-186.0,758.0,30.0

794.0,-165.0,784.0,34.0

814.0,-188.0,918.0,16.0

830.0,-187.0,891.0,26.0

825.0,-187.0,825.0,14.0

820.0,-182.0,917.0,28.0

871.0,-190.0,903.0,22.0

789.0,-187.0,772.0,20.0

801.0,-172.0,703.0,21.0

930.0,-178.0,788.0,31.0

839.0,-161.0,858.0,17.0

925.0,-192.0,773.0,28.0

759.0,-170.0,836.0,9.0

952.0,-189.0,917.0,8.0

824.0,-189.0,882.0,32.0

952.0,-166.0,916.0,14.0

933.0,-183.0,744.0,18.0

991.0,-173.0,916.0,33.0

996.0,-181.0,977.0,9.0

990.0,-191.0,922.0,33.0

873.0,-182.0,924.0,24.0

794.0,-167.0,771.0,19.0

998.0,-191.0,779.0,15.0

998.0,-177.0,891.0,39.0

956.0,-194.0,965.0,13.0

976.0,-180.0,906.0,24.0

940.0,-191.0,965.0,14.0

952.0,-179.0,917.0,36.0

784.0,-181.0,905.0,34.0

798.0,-162.0,914.0,23.0

839.0,-161.0,858.0,17.0

871.0,-194.0,886.0,24.0

895.0,-196.0,925.0,27.0

955.0,-182.0,916.0,10.0

841.0,-183.0,894.0,31.0

958.0,-165.0,895.0,38.0

760.0,-191.0,916.0,19.0

966.0,-191.0,888.0,18.0

894.0,-191.0,937.0,25.0

868.0,-166.0,805.0,14.0

978.0,-159.0,905.0,35.0

876.0,-194.0,965.0,14.0

880.0,-193.0,965.0,13.0

845.0,-169.0,761.0,34.0

953.0,-179.0,980.0,35.0

943.0,-189.0,740.0,20.0

741.0,-187.0,925.0,28.0

968.0,-189.0,748.0,18.0

963.0,-153.0,961.0,23.0

921.0,-181.0,919.0,23.0

939.0,-170.0,742.0,30.0

965.0,-159.0,973.0,30.0

940.0,-191.0,929.0,27.0

904.0,-183.0,745.0,6.0

911.0,-177.0,920.0,25.0

873.0,-178.0,932.0,23.0

934.0,-199.0,948.0,27.0

918.0,-194.0,702.0,25.0

823.0,-154.0,976.0,16.0

884.0,-195.0,778.0,23.0

789.0,-200.0,922.0,11.0

877.0,-176.0,987.0,37.0

915.0,-152.0,901.0,22.0

941.0,-190.0,755.0,17.0

898.0,-185.0,963.0,21.0

714.0,-163.0,936.0,26.0

933.0,-191.0,844.0,40.0

872.0,-190.0,720.0,20.0

899.0,-194.0,923.0,23.0

765.0,-157.0,725.0,12.0

784.0,-182.0,927.0,23.0

903.0,-160.0,851.0,23.0

917.0,-187.0,759.0,21.0

998.0,-169.0,925.0,17.0

999.0,-158.0,919.0,27.0

816.0,-151.0,956.0,30.0

840.0,-177.0,725.0,22.0

976.0,-181.0,792.0,9.0

895.0,-188.0,732.0,27.0

820.0,-199.0,987.0,30.0

934.0,-199.0,809.0,25.0

888.0,-182.0,922.0,26.0

973.0,-191.0,925.0,16.0

771.0,-162.0,792.0,10.0

961.0,-170.0,903.0,6.0

820.0,-199.0,987.0,38.0

939.0,-187.0,908.0,21.0

752.0,-150.0,937.0,34.0

925.0,-158.0,985.0,27.0

983.0,-185.0,746.0,17.0

718.0,-175.0,925.0,23.0

999.0,-189.0,839.0,9.0

982.0,-158.0,919.0,38.0

898.0,-198.0,878.0,38.0

917.0,-194.0,797.0,12.0

921.0,-190.0,997.0,36.0

900.0,-195.0,732.0,16.0

869.0,-182.0,864.0,24.0

828.0,-186.0,720.0,38.0

969.0,-194.0,773.0,13.0

942.0,-172.0,709.0,7.0

766.0,-167.0,832.0,5.0

720.0,-171.0,752.0,25.0

942.0,-169.0,920.0,18.0

996.0,-178.0,913.0,20.0

783.0,-191.0,763.0,18.0

961.0,-162.0,911.0,8.0

865.0,-182.0,991.0,31.0

957.0,-178.0,931.0,21.0

800.0,-187.0,877.0,31.0

893.0,-153.0,921.0,7.0

944.0,-160.0,730.0,12.0

887.0,-190.0,816.0,35.0

877.0,-173.0,919.0,36.0

890.0,-179.0,918.0,8.0

886.0,-195.0,921.0,17.0

997.0,-174.0,908.0,18.0

746.0,-170.0,736.0,20.0

841.0,-162.0,911.0,36.0

744.0,-167.0,918.0,22.0

917.0,-176.0,838.0,39.0

945.0,-178.0,921.0,16.0

914.0,-171.0,922.0,23.0

954.0,-189.0,928.0,20.0

946.0,-168.0,851.0,20.0

702.0,-152.0,747.0,35.0

973.0,-188.0,922.0,9.0

983.0,-176.0,816.0,20.0

955.0,-171.0,919.0,15.0

959.0,-184.0,949.0,9.0

905.0,-175.0,966.0,22.0

835.0,-170.0,979.0,20.0

970.0,-167.0,701.0,20.0

938.0,-194.0,949.0,13.0

991.0,-159.0,899.0,19.0

952.0,-185.0,941.0,17.0

940.0,-175.0,907.0,21.0

730.0,-164.0,920.0,22.0

797.0,-169.0,921.0,19.0

795.0,-164.0,920.0,6.0

988.0,-192.0,734.0,8.0

909.0,-185.0,921.0,20.0

920.0,-173.0,735.0,16.0

988.0,-169.0,751.0,15.0

964.0,-171.0,922.0,18.0

973.0,-196.0,901.0,13.0

718.0,-189.0,848.0,12.0

926.0,-156.0,947.0,32.0

914.0,-178.0,846.0,33.0

705.0,-184.0,986.0,19.0

826.0,-156.0,924.0,25.0

785.0,-158.0,801.0,16.0

937.0,-176.0,925.0,7.0

797.0,-198.0,921.0,8.0

801.0,-161.0,779.0,13.0

902.0,-158.0,768.0,19.0

928.0,-198.0,921.0,29.0

922.0,-191.0,911.0,22.0

921.0,-163.0,915.0,22.0

990.0,-193.0,827.0,21.0

921.0,-197.0,904.0,10.0

746.0,-165.0,907.0,34.0

888.0,-175.0,779.0,14.0

847.0,-160.0,792.0,15.0

709.0,-195.0,920.0,22.0

706.0,-180.0,915.0,7.0

975.0,-190.0,861.0,10.0

948.0,-191.0,921.0,22.0

890.0,-190.0,956.0,16.0

944.0,-172.0,817.0,11.0

807.0,-194.0,925.0,39.0

880.0,-198.0,803.0,34.0

906.0,-157.0,909.0,30.0

943.0,-195.0,785.0,13.0

867.0,-174.0,906.0,9.0

943.0,-187.0,959.0,7.0

768.0,-182.0,794.0,18.0

858.0,-196.0,921.0,29.0

758.0,-192.0,911.0,36.0

900.0,-167.0,897.0,23.0

849.0,-169.0,990.0,29.0

938.0,-166.0,730.0,20.0

761.0,-171.0,916.0,20.0

881.0,-192.0,830.0,40.0

843.0,-172.0,925.0,37.0

878.0,-190.0,918.0,33.0

934.0,-163.0,977.0,7.0

875.0,-195.0,803.0,28.0

955.0,-161.0,923.0,30.0

750.0,-196.0,721.0,19.0

755.0,-181.0,924.0,6.0

726.0,-182.0,937.0,9.0

747.0,-177.0,829.0,39.0

961.0,-176.0,929.0,7.0

911.0,-186.0,754.0,32.0

808.0,-174.0,897.0,15.0

847.0,-181.0,738.0,31.0

866.0,-167.0,733.0,15.0

978.0,-187.0,772.0,30.0

719.0,-164.0,977.0,8.0

880.0,-154.0,790.0,20.0

847.0,-160.0,923.0,8.0

889.0,-156.0,747.0,9.0

996.0,-152.0,933.0,8.0

721.0,-173.0,893.0,39.0

859.0,-186.0,985.0,34.0

732.0,-189.0,979.0,34.0

919.0,-194.0,921.0,17.0

715.0,-179.0,989.0,37.0

723.0,-193.0,775.0,25.0

719.0,-182.0,863.0,38.0

872.0,-160.0,922.0,30.0

906.0,-192.0,935.0,20.0

764.0,-195.0,854.0,21.0

910.0,-189.0,912.0,27.0

779.0,-166.0,975.0,13.0

766.0,-180.0,820.0,10.0

869.0,-162.0,947.0,22.0

864.0,-183.0,923.0,25.0

850.0,-199.0,923.0,16.0

740.0,-169.0,730.0,37.0

988.0,-196.0,983.0,20.0

844.0,-185.0,979.0,22.0

949.0,-192.0,937.0,14.0

976.0,-170.0,970.0,9.0

856.0,-192.0,951.0,29.0

836.0,-166.0,928.0,24.0

844.0,-185.0,979.0,23.0

774.0,-155.0,939.0,19.0

927.0,-184.0,830.0,8.0

847.0,-167.0,846.0,39.0

893.0,-168.0,923.0,13.0

873.0,-177.0,921.0,11.0

929.0,-154.0,957.0,9.0

861.0,-193.0,885.0,14.0

901.0,-159.0,941.0,15.0

762.0,-193.0,854.0,9.0

948.0,-173.0,955.0,32.0

709.0,-189.0,966.0,5.0

822.0,-167.0,725.0,22.0

840.0,-178.0,932.0,24.0

895.0,-192.0,914.0,18.0

910.0,-196.0,769.0,10.0

986.0,-174.0,958.0,29.0

946.0,-160.0,788.0,23.0

807.0,-157.0,926.0,23.0

787.0,-167.0,734.0,19.0

805.0,-191.0,978.0,7.0

878.0,-173.0,977.0,13.0

911.0,-157.0,949.0,37.0

920.0,-151.0,949.0,33.0

878.0,-191.0,926.0,20.0

983.0,-186.0,756.0,15.0

727.0,-180.0,947.0,25.0

978.0,-185.0,947.0,13.0

915.0,-176.0,960.0,24.0

849.0,-166.0,834.0,14.0

951.0,-154.0,982.0,12.0

940.0,-179.0,957.0,17.0

994.0,-176.0,886.0,14.0

917.0,-165.0,947.0,20.0

869.0,-200.0,844.0,6.0

913.0,-195.0,978.0,9.0

890.0,-155.0,973.0,15.0

898.0,-175.0,978.0,23.0

806.0,-194.0,960.0,16.0

946.0,-178.0,974.0,5.0

868.0,-175.0,716.0,20.0

915.0,-181.0,897.0,14.0

912.0,-154.0,941.0,30.0

909.0,-156.0,949.0,6.0

722.0,-179.0,928.0,24.0

840.0,-197.0,821.0,12.0

896.0,-175.0,970.0,21.0

853.0,-200.0,985.0,20.0

811.0,-158.0,706.0,30.0

834.0,-162.0,985.0,21.0

824.0,-159.0,926.0,22.0

981.0,-180.0,946.0,7.0

927.0,-182.0,985.0,19.0

912.0,-199.0,907.0,37.0

986.0,-155.0,830.0,22.0

833.0,-157.0,941.0,24.0

781.0,-194.0,998.0,12.0

908.0,-181.0,726.0,26.0

724.0,-173.0,868.0,20.0

803.0,-156.0,883.0,29.0

895.0,-195.0,741.0,22.0

804.0,-168.0,836.0,22.0

870.0,-164.0,946.0,28.0

711.0,-195.0,978.0,9.0

920.0,-181.0,935.0,17.0

951.0,-182.0,901.0,23.0

871.0,-184.0,920.0,34.0

910.0,-170.0,920.0,38.0

951.0,-176.0,852.0,27.0

843.0,-174.0,730.0,28.0

991.0,-164.0,945.0,23.0

801.0,-181.0,970.0,19.0

989.0,-157.0,967.0,36.0

800.0,-195.0,913.0,39.0

737.0,-187.0,935.0,35.0

941.0,-193.0,800.0,14.0

854.0,-179.0,767.0,10.0

855.0,-181.0,952.0,11.0

868.0,-194.0,927.0,16.0

938.0,-168.0,728.0,25.0

754.0,-187.0,947.0,31.0

852.0,-163.0,996.0,15.0

832.0,-191.0,726.0,28.0

877.0,-187.0,919.0,38.0

874.0,-171.0,944.0,29.0

820.0,-187.0,936.0,29.0

825.0,-163.0,894.0,12.0

856.0,-175.0,746.0,7.0

926.0,-153.0,902.0,35.0

862.0,-169.0,720.0,14.0

822.0,-175.0,917.0,37.0

967.0,-185.0,871.0,38.0

907.0,-194.0,951.0,8.0

859.0,-153.0,823.0,20.0

863.0,-176.0,936.0,26.0

941.0,-167.0,844.0,39.0

768.0,-181.0,785.0,26.0

864.0,-198.0,935.0,39.0

898.0,-158.0,941.0,37.0

888.0,-167.0,804.0,14.0

863.0,-153.0,945.0,31.0

826.0,-162.0,937.0,15.0

887.0,-178.0,791.0,18.0

711.0,-183.0,923.0,14.0

880.0,-169.0,820.0,6.0

749.0,-182.0,827.0,8.0

941.0,-192.0,752.0,29.0

815.0,-156.0,940.0,7.0

728.0,-151.0,754.0,16.0

976.0,-174.0,754.0,29.0

765.0,-163.0,965.0,10.0

801.0,-176.0,945.0,9.0

865.0,-169.0,843.0,14.0

770.0,-191.0,945.0,22.0

799.0,-166.0,934.0,18.0

875.0,-200.0,819.0,25.0

864.0,-183.0,839.0,25.0

983.0,-186.0,933.0,27.0

774.0,-156.0,826.0,24.0

797.0,-175.0,934.0,19.0

858.0,-164.0,838.0,35.0

866.0,-156.0,995.0,22.0

873.0,-174.0,911.0,31.0

908.0,-160.0,831.0,21.0

702.0,-162.0,866.0,23.0

863.0,-153.0,945.0,39.0

905.0,-159.0,740.0,8.0

815.0,-157.0,944.0,15.0

895.0,-178.0,907.0,23.0

957.0,-170.0,937.0,26.0

869.0,-166.0,835.0,8.0

867.0,-171.0,733.0,37.0

703.0,-165.0,884.0,9.0

828.0,-162.0,791.0,40.0

795.0,-157.0,944.0,26.0

958.0,-161.0,729.0,16.0

877.0,-156.0,906.0,9.0

816.0,-154.0,919.0,11.0

880.0,-183.0,936.0,6.0

897.0,-154.0,908.0,23.0

969.0,-178.0,972.0,24.0

901.0,-165.0,859.0,20.0

873.0,-177.0,934.0,26.0

903.0,-188.0,930.0,5.0

943.0,-183.0,938.0,28.0

704.0,-197.0,926.0,26.0

956.0,-185.0,941.0,30.0

932.0,-154.0,941.0,28.0

833.0,-176.0,820.0,18.0

862.0,-157.0,754.0,14.0

895.0,-183.0,933.0,10.0

987.0,-158.0,931.0,11.0

912.0,-170.0,750.0,26.0

857.0,-183.0,938.0,34.0

902.0,-162.0,886.0,28.0

837.0,-154.0,944.0,31.0

900.0,-154.0,910.0,35.0

807.0,-183.0,955.0,25.0

883.0,-173.0,929.0,39.0

841.0,-167.0,906.0,26.0

932.0,-154.0,941.0,28.0

929.0,-163.0,983.0,36.0

908.0,-162.0,996.0,20.0

908.0,-154.0,946.0,23.0

910.0,-172.0,914.0,31.0

923.0,-155.0,777.0,5.0

714.0,-171.0,923.0,22.0

838.0,-199.0,789.0,25.0

879.0,-158.0,939.0,8.0

966.0,-162.0,940.0,24.0

739.0,-193.0,935.0,33.0

957.0,-153.0,809.0,11.0

898.0,-186.0,939.0,15.0

890.0,-184.0,838.0,34.0

905.0,-182.0,947.0,27.0

839.0,-158.0,973.0,23.0

883.0,-191.0,757.0,6.0

704.0,-185.0,780.0,26.0

893.0,-156.0,941.0,28.0

898.0,-155.0,734.0,11.0

814.0,-178.0,942.0,24.0

957.0,-195.0,802.0,25.0

875.0,-154.0,837.0,29.0

932.0,-154.0,941.0,28.0

888.0,-174.0,721.0,25.0

902.0,-187.0,976.0,5.0

924.0,-197.0,704.0,39.0

809.0,-172.0,936.0,27.0

877.0,-165.0,858.0,27.0

819.0,-163.0,930.0,28.0

880.0,-161.0,730.0,37.0

714.0,-189.0,701.0,14.0

753.0,-168.0,810.0,25.0

975.0,-169.0,924.0,28.0

860.0,-184.0,872.0,23.0

935.0,-168.0,935.0,11.0

949.0,-154.0,772.0,33.0

820.0,-184.0,751.0,33.0

803.0,-155.0,761.0,15.0

840.0,-165.0,895.0,31.0

927.0,-163.0,869.0,31.0

869.0,-166.0,774.0,15.0

862.0,-154.0,941.0,30.0

914.0,-170.0,941.0,29.0

793.0,-167.0,990.0,28.0

987.0,-182.0,838.0,28.0

839.0,-168.0,960.0,24.0

916.0,-163.0,820.0,34.0

911.0,-178.0,954.0,40.0

861.0,-168.0,819.0,21.0

840.0,-171.0,927.0,14.0

876.0,-154.0,817.0,29.0

865.0,-186.0,950.0,40.0

894.0,-187.0,951.0,7.0

880.0,-198.0,853.0,26.0

992.0,-175.0,933.0,27.0

966.0,-163.0,844.0,29.0

934.0,-181.0,938.0,7.0

953.0,-181.0,938.0,24.0

763.0,-155.0,944.0,24.0

743.0,-153.0,937.0,20.0

933.0,-179.0,778.0,27.0

819.0,-152.0,944.0,25.0

713.0,-182.0,853.0,30.0

912.0,-185.0,824.0,9.0

932.0,-189.0,941.0,30.0

742.0,-169.0,849.0,15.0

922.0,-169.0,930.0,28.0

995.0,-177.0,763.0,26.0

911.0,-161.0,939.0,13.0

938.0,-159.0,929.0,10.0

901.0,-178.0,935.0,14.0

985.0,-171.0,939.0,34.0

840.0,-162.0,925.0,28.0

831.0,-170.0,926.0,29.0

716.0,-183.0,930.0,10.0

955.0,-160.0,868.0,27.0

859.0,-181.0,837.0,27.0

959.0,-151.0,850.0,29.0

847.0,-193.0,969.0,21.0

884.0,-178.0,705.0,30.0

989.0,-159.0,914.0,24.0

926.0,-190.0,939.0,21.0

960.0,-162.0,733.0,13.0

976.0,-173.0,715.0,29.0

792.0,-197.0,781.0,23.0

721.0,-157.0,752.0,29.0

721.0,-166.0,783.0,34.0

973.0,-159.0,975.0,39.0

809.0,-161.0,896.0,11.0

970.0,-191.0,800.0,38.0

901.0,-185.0,837.0,27.0

706.0,-180.0,930.0,25.0

785.0,-181.0,930.0,25.0

704.0,-171.0,959.0,8.0

911.0,-167.0,853.0,21.0

862.0,-173.0,912.0,37.0

873.0,-173.0,793.0,6.0

900.0,-186.0,950.0,21.0

823.0,-156.0,867.0,22.0

868.0,-189.0,938.0,37.0

926.0,-192.0,773.0,24.0

955.0,-193.0,966.0,21.0

823.0,-186.0,944.0,12.0

881.0,-163.0,939.0,19.0

917.0,-170.0,930.0,20.0

915.0,-165.0,994.0,14.0

922.0,-191.0,856.0,14.0

740.0,-193.0,824.0,37.0

947.0,-178.0,964.0,12.0

945.0,-164.0,932.0,22.0

803.0,-177.0,929.0,13.0

869.0,-185.0,921.0,7.0

731.0,-169.0,737.0,26.0

989.0,-182.0,840.0,32.0

912.0,-189.0,940.0,21.0

914.0,-189.0,949.0,21.0

927.0,-198.0,828.0,25.0

890.0,-179.0,832.0,36.0

949.0,-171.0,963.0,21.0

851.0,-183.0,721.0,23.0

797.0,-189.0,960.0,34.0

721.0,-190.0,793.0,16.0

876.0,-167.0,930.0,8.0

873.0,-175.0,868.0,18.0

913.0,-195.0,956.0,21.0

813.0,-162.0,908.0,21.0

703.0,-173.0,996.0,19.0

844.0,-192.0,834.0,20.0

840.0,-160.0,924.0,9.0

968.0,-181.0,927.0,39.0

862.0,-180.0,884.0,24.0

848.0,-156.0,841.0,26.0

881.0,-160.0,940.0,29.0

872.0,-171.0,939.0,26.0

711.0,-171.0,937.0,32.0

894.0,-189.0,944.0,38.0

963.0,-183.0,930.0,21.0

937.0,-187.0,932.0,26.0

892.0,-173.0,930.0,37.0

718.0,-188.0,924.0,20.0

889.0,-192.0,929.0,16.0

891.0,-160.0,830.0,12.0

998.0,-181.0,902.0,26.0

901.0,-169.0,937.0,23.0

727.0,-162.0,781.0,32.0

751.0,-177.0,985.0,14.0

823.0,-154.0,926.0,35.0

770.0,-182.0,848.0,7.0

743.0,-188.0,726.0,36.0

896.0,-185.0,884.0,24.0

766.0,-197.0,816.0,26.0

734.0,-156.0,785.0,27.0

783.0,-173.0,952.0,19.0

720.0,-170.0,978.0,20.0

778.0,-182.0,908.0,23.0

980.0,-182.0,931.0,23.0

801.0,-169.0,919.0,8.0

919.0,-160.0,769.0,23.0

799.0,-169.0,801.0,22.0

903.0,-164.0,937.0,8.0

921.0,-193.0,944.0,22.0

757.0,-177.0,917.0,8.0

848.0,-173.0,939.0,39.0

836.0,-185.0,743.0,30.0

838.0,-169.0,935.0,10.0

718.0,-158.0,841.0,22.0

831.0,-169.0,752.0,28.0

935.0,-175.0,788.0,33.0

953.0,-173.0,945.0,21.0

702.0,-177.0,712.0,22.0

715.0,-173.0,993.0,10.0

848.0,-191.0,936.0,16.0

959.0,-161.0,968.0,8.0

993.0,-177.0,817.0,8.0

978.0,-172.0,937.0,21.0

848.0,-191.0,992.0,19.0

877.0,-168.0,939.0,38.0

812.0,-198.0,814.0,21.0

917.0,-156.0,932.0,8.0

932.0,-151.0,930.0,13.0

959.0,-175.0,820.0,17.0

955.0,-172.0,934.0,11.0

857.0,-182.0,862.0,19.0

882.0,-152.0,934.0,31.0

751.0,-174.0,930.0,37.0

936.0,-179.0,930.0,21.0

998.0,-170.0,933.0,6.0

896.0,-151.0,933.0,13.0

895.0,-183.0,930.0,31.0

774.0,-150.0,932.0,40.0

994.0,-174.0,945.0,30.0

956.0,-176.0,869.0,18.0

794.0,-154.0,762.0,9.0

721.0,-172.0,935.0,14.0

860.0,-177.0,821.0,8.0

869.0,-183.0,933.0,21.0

787.0,-163.0,858.0,19.0

711.0,-166.0,945.0,20.0

920.0,-187.0,907.0,33.0

917.0,-172.0,939.0,26.0

948.0,-173.0,898.0,33.0

957.0,-168.0,930.0,22.0

921.0,-189.0,910.0,18.0

731.0,-151.0,810.0,30.0

888.0,-192.0,890.0,33.0

939.0,-168.0,788.0,33.0

785.0,-159.0,916.0,26.0

741.0,-180.0,922.0,35.0

917.0,-192.0,932.0,23.0

789.0,-170.0,741.0,25.0

983.0,-176.0,783.0,22.0

957.0,-156.0,767.0,33.0

895.0,-173.0,934.0,17.0

721.0,-150.0,775.0,31.0

965.0,-173.0,754.0,5.0

878.0,-162.0,801.0,22.0

937.0,-184.0,888.0,23.0

979.0,-156.0,936.0,11.0

895.0,-161.0,846.0,18.0

917.0,-182.0,934.0,31.0

716.0,-156.0,916.0,22.0

950.0,-191.0,887.0,37.0

806.0,-181.0,869.0,20.0

806.0,-193.0,780.0,28.0

957.0,-175.0,925.0,8.0

824.0,-177.0,947.0,29.0

926.0,-174.0,740.0,20.0

900.0,-173.0,936.0,13.0

729.0,-192.0,725.0,28.0

926.0,-191.0,931.0,16.0

909.0,-179.0,990.0,17.0

965.0,-170.0,743.0,15.0

817.0,-170.0,997.0,36.0

859.0,-163.0,790.0,21.0

910.0,-171.0,942.0,32.0

888.0,-177.0,934.0,28.0

773.0,-174.0,954.0,32.0

818.0,-171.0,974.0,27.0

817.0,-154.0,872.0,22.0

776.0,-184.0,929.0,21.0

737.0,-158.0,908.0,36.0

916.0,-190.0,793.0,31.0

925.0,-175.0,930.0,24.0

928.0,-175.0,933.0,29.0

795.0,-174.0,826.0,18.0

849.0,-194.0,922.0,25.0

933.0,-169.0,900.0,22.0

875.0,-163.0,930.0,9.0

