835.0,-185.0,863.0,14.0,0.263736263736,34.7362637363
792.0,-151.0,843.0,13.0,0.0,35.0
822.0,-129.0,904.0,13.0,0.239316239316,34.7606837607
883.0,-106.0,896.0,23.0,0.376068376068,34.6239316239
878.0,-174.0,735.0,21.0,0.278388278388,34.7216117216
766.0,-194.0,819.0,11.0,0.0634920634921,34.9365079365
908.0,-146.0,708.0,17.0,0.249084249084,34.7509157509
812.0,-194.0,777.0,5.0,0.0,35.0
719.0,-146.0,796.0,29.0,0.26862026862,34.7313797314
836.0,-198.0,796.0,5.0,0.0830280830281,34.916971917
792.0,-137.0,779.0,29.0,0.04884004884,34.9511599512
942.0,-197.0,895.0,24.0,4.05860805861,30.9413919414
788.0,-137.0,945.0,22.0,7.03785103785,27.9621489621
733.0,-152.0,864.0,13.0,0.263736263736,34.7362637363
931.0,-154.0,899.0,17.0,0.131868131868,34.8681318681
872.0,-158.0,866.0,7.0,0.273504273504,34.7264957265
886.0,-137.0,842.0,22.0,0.283272283272,34.7167277167
826.0,-141.0,894.0,24.0,0.29304029304,34.706959707
910.0,-133.0,759.0,20.0,0.273504273504,34.7264957265
868.0,-111.0,933.0,11.0,4.92796092796,30.072039072
923.0,-148.0,759.0,24.0,0.214896214896,34.7851037851
883.0,-106.0,896.0,23.0,0.376068376068,34.6239316239
936.0,-124.0,933.0,7.0,6.83272283272,28.1672771673
841.0,-106.0,896.0,23.0,0.253968253968,34.746031746
811.0,-127.0,878.0,22.0,0.0781440781441,34.9218559219
792.0,-100.0,732.0,19.0,0.19536019536,34.8046398046
820.0,-194.0,829.0,9.0,0.043956043956,34.956043956
944.0,-104.0,905.0,12.0,0.278388278388,34.7216117216
943.0,-107.0,899.0,23.0,0.395604395604,34.6043956044
821.0,-136.0,942.0,11.0,5.37240537241,29.6275946276
898.0,-146.0,803.0,10.0,0.19536019536,34.8046398046
876.0,-195.0,753.0,25.0,0.214896214896,34.7851037851
758.0,-160.0,999.0,30.0,5.68498168498,29.315018315
792.0,-178.0,786.0,20.0,0.02442002442,34.9755799756
865.0,-199.0,918.0,22.0,15.032967033,19.967032967
919.0,-170.0,756.0,13.0,0.175824175824,34.8241758242
900.0,-190.0,884.0,37.0,0.26862026862,34.7313797314
896.0,-168.0,887.0,17.0,0.297924297924,34.7020757021
716.0,-178.0,989.0,38.0,4.94261294261,30.0573870574
818.0,-190.0,993.0,25.0,6.09523809524,28.9047619048
800.0,-185.0,787.0,27.0,0.029304029304,34.9706959707
763.0,-164.0,950.0,24.0,12.4786324786,22.5213675214
964.0,-182.0,841.0,28.0,0.102564102564,34.8974358974
921.0,-157.0,952.0,33.0,10.2954822955,24.7045177045
786.0,-157.0,747.0,38.0,0.19536019536,34.8046398046
999.0,-186.0,916.0,13.0,14.0463980464,20.9536019536
799.0,-184.0,932.0,36.0,12.6105006105,22.3894993895
903.0,-187.0,971.0,31.0,6.45665445665,28.5433455433
961.0,-196.0,924.0,25.0,13.2161172161,21.7838827839
924.0,-153.0,857.0,6.0,0.0976800976801,34.9023199023
818.0,-189.0,992.0,34.0,4.49328449328,30.5067155067
726.0,-153.0,990.0,29.0,6.13919413919,28.8608058608
716.0,-178.0,989.0,20.0,5.74358974359,29.2564102564
717.0,-177.0,716.0,37.0,0.297924297924,34.7020757021
781.0,-166.0,951.0,27.0,0.175824175824,34.8241758242
952.0,-159.0,804.0,22.0,0.019536019536,34.9804639805
935.0,-177.0,958.0,21.0,8.53724053724,26.4627594628
841.0,-162.0,730.0,16.0,0.205128205128,34.7948717949
788.0,-160.0,962.0,17.0,1.39194139194,33.6080586081
729.0,-157.0,757.0,39.0,0.39072039072,34.6092796093
903.0,-199.0,763.0,28.0,0.229548229548,34.7704517705
757.0,-186.0,994.0,10.0,8.28815628816,26.7118437118
823.0,-188.0,927.0,35.0,11.7557997558,23.2442002442
932.0,-158.0,828.0,23.0,0.1221001221,34.8778998779
861.0,-186.0,924.0,25.0,14.8327228327,20.1672771673
803.0,-197.0,926.0,32.0,8.59584859585,26.4041514042
960.0,-196.0,917.0,5.0,8.02442002442,26.9755799756
906.0,-172.0,917.0,19.0,10.4224664225,24.5775335775
792.0,-187.0,922.0,23.0,7.99511599512,27.0048840049
913.0,-187.0,921.0,23.0,12.884004884,22.115995116
892.0,-194.0,776.0,14.0,0.200244200244,34.7997557998
972.0,-198.0,817.0,9.0,0.0634920634921,34.9365079365
760.0,-156.0,724.0,11.0,0.166056166056,34.8339438339
746.0,-163.0,994.0,19.0,10.6910866911,24.3089133089
968.0,-160.0,944.0,12.0,13.3137973138,21.6862026862
937.0,-173.0,906.0,32.0,6.09035409035,28.9096459096
908.0,-199.0,902.0,29.0,7.58974358974,27.4102564103
